lat,lon,year
10.498153,42.594944,2011
8.842976,43.87066,2011
9.301856,42.596493,2011
9.400539,42.858524,2011
9.096073,43.204144,2011
9.038158,43.253727,2011
9.06748,43.534267,2011
9.323408,43.27841,2011
9.91265,42.47255,2011
9.746772,42.308968,2011
9.630952,42.146103,2011
9.602981,42.08033,2011
9.663815,41.78955,2011
9.568982,41.867348,2011
9.551926,41.785366,2011
9.513218,41.816135,2011
9.473032,41.71865,2011
9.565526,41.52318,2011
9.551526,41.35838,2011
9.374061,41.58846,2011
9.15085,41.844055,2011
9.246306,42.217396,2011
9.273056,42.132217,2011
9.264459,42.147743,2011
9.183186,42.020687,2011
9.526855,41.94088,2011
9.56789,41.982265,2011
9.550917,42.082367,2011
9.371078,42.10319,2011
9.360295,42.092068,2011
9.3380995,42.099953,2011
9.315073,42.144653,2011
9.310297,42.18422,2011
9.337263,42.200428,2011
9.332576,42.248505,2011
9.220796,42.495224,2011
9.239758,42.441944,2011
9.062638,41.68747,2011
9.00937,40.721874,2011
8.652308,40.61785,2011
8.571903,40.317516,2011
8.898765,40.274464,2011
8.939001,40.47145,2011
9.249247,40.059856,2011
9.356299,40.23647,2011
9.517871,40.16479,2011
10.943629,40.005436,2011
11.113618,40.017212,2011
11.214004,40.205593,2011
10.46241,42.243496,2011
11.53111,41.41419,2011
11.527803,41.52071,2011
11.522329,41.569298,2011
11.689532,41.34812,2011
11.885877,41.573814,2011
11.628454,40.882565,2011
11.674194,40.09553,2011
12.620966,39.424454,2011
12.623134,39.651684,2011
11.991804,39.78002,2011
11.904846,39.44947,2011
11.991048,39.357075,2011
12.006236,39.607647,2011
11.813998,39.140408,2011
11.962525,39.098156,2011
12.428074,38.70532,2011
12.514443,38.824986,2011
12.398912,39.08975,2011
12.758064,38.99387,2011
12.782627,39.30689,2011
12.805251,37.41838,2011
12.305988,37.838013,2011
12.338496,37.675022,2011
12.556393,37.31186,2011
12.049824,37.800323,2011
12.356297,38.452442,2011
12.254391,38.652576,2011
11.64544,38.418858,2011
11.817644,38.160225,2011
11.786947,37.5908,2011
11.689073,37.607456,2011
11.3744755,37.452324,2011
10.955194,38.284695,2011
10.907046,38.03652,2011
11.238573,38.31134,2011
10.756198,38.769672,2011
11.026883,38.922935,2011
11.654919,39.035755,2011
11.356367,39.434925,2011
11.669207,39.656605,2011
11.41596,39.84857,2011
11.08743,39.78439,2011
11.003906,39.93879,2011
10.987839,39.92341,2011
10.528153,39.813107,2011
10.72069,39.88603,2011
10.588352,39.907497,2011
10.573893,39.93543,2011
10.124927,39.67131,2011
10.5685625,39.235664,2011
10.177151,38.97278,2011
10.125568,39.317307,2011
10.024511,39.213165,2011
9.779791,38.658245,2011
9.554082,39.579338,2011
9.890489,39.48453,2011
9.678973,39.913593,2011
9.612571,39.783043,2011
8.738148,39.84053,2011
8.727179,39.1877,2011
8.683492,38.805435,2011
9.003974,39.002743,2011
9.3723545,38.32236,2011
9.05607,38.58681,2011
8.970891,38.624557,2011
8.821663,38.346928,2011
8.636101,38.151936,2011
8.841154,37.913578,2011
8.720428,37.911457,2011
9.790074,37.505943,2011
9.991906,37.692554,2011
9.891234,38.37443,2011
10.016586,38.249226,2011
10.418072,38.169712,2011
10.437603,38.31844,2011
10.579219,38.606255,2011
10.579432,37.7985,2011
10.4216175,37.57655,2011
10.589277,37.461597,2011
10.792776,37.144543,2011
10.829337,37.064423,2011
10.577376,37.044968,2011
10.93707,36.654755,2011
9.847087,36.342297,2011
9.844081,37.127136,2011
9.759139,37.044815,2011
8.643027,37.063213,2011
9.030843,36.403793,2011
8.743045,36.484447,2011
8.653678,36.607746,2011
9.391374,36.219437,2011
9.38881,35.61439,2011
9.358103,35.575165,2011
9.07703,35.615635,2011
8.768866,35.567177,2011
9.015301,35.04654,2011
9.620333,34.534264,2011
9.837059,34.915016,2011
9.744228,34.787296,2011
9.73443,34.728554,2011
10.081238,34.68319,2011
10.482209,34.78618,2011
11.332329,36.27202,2011
11.564917,36.462845,2011
11.115608,36.376343,2011
11.19134,36.949696,2011
10.934627,37.00397,2011
10.96861,37.17848,2011
11.063663,37.070377,2011
11.282821,36.959686,2011
11.396275,37.042618,2011
11.651471,37.103283,2011
12.39107,35.93359,2011
12.801716,36.930313,2011
12.919689,37.03297,2011
14.181992,36.479992,2011
13.477439,37.121338,2011
13.516058,37.627316,2011
13.2058115,37.787655,2011
13.372228,37.789875,2011
13.670993,37.406425,2011
13.73157,37.367252,2011
14.087235,37.501526,2011
14.353816,37.890877,2011
14.086276,37.983185,2011
14.2885895,38.21025,2011
14.109761,38.473835,2011
14.283468,38.573017,2011
13.985947,38.6493,2011
13.871339,38.636692,2011
13.844084,38.480324,2011
13.642517,38.119183,2011
13.234958,39.16344,2011
13.016851,39.367165,2011
13.284356,39.52983,2011
13.282024,39.44052,2011
13.842605,39.719643,2011
13.895388,39.7873,2011
13.98437,39.53313,2011
13.801427,39.61825,2011
14.158357,39.22585,2011
13.691823,39.2019,2011
13.781326,38.98651,2011
14.085978,38.975506,2011
14.319218,39.2716,2011
14.300796,39.05949,2011
14.252707,39.65089,2011
14.455961,39.479084,2011
9.476512,34.420902,2011
8.400071,33.938507,2011
8.275759,33.98076,2011
8.19727,34.20166,2011
7.830137,34.508053,2011
7.646913,34.256283,2011
8.392005,33.468357,2011
3.4557006,39.515995,2011
3.864243,39.101364,2011
3.5499372,39.184235,2011
4.8070974,36.08184,2011
5.949891,37.15523,2011
6.1363087,36.675976,2011
5.8363395,36.60703,2011
6.260068,35.264553,2011
6.8069215,35.801598,2011
6.8049297,35.864616,2011
7.2260466,35.29447,2011
7.190572,35.422832,2011
7.145475,35.4612,2011
6.9141135,35.63032,2011
6.949029,35.772022,2011
7.448677,35.868076,2011
7.2755685,35.37612,2011
7.2581053,35.31356,2011
7.2744265,35.256336,2011
7.302405,35.198364,2011
8.006712,34.556633,2011
8.614921,34.651436,2011
8.661615,35.642696,2011
8.169798,35.640633,2011
7.827271,35.392494,2011
7.672117,35.84001,2011
7.4755673,36.442974,2011
7.880059,36.098324,2011
8.189306,36.469986,2011
8.093827,36.457462,2011
7.6691236,36.925537,2011
7.5478306,37.081825,2011
7.099243,37.128258,2011
7.0587044,37.17577,2011
6.9430213,37.295017,2011
7.095175,36.6553,2011
7.1597495,36.83604,2011
7.1463785,36.89714,2011
7.313182,36.595192,2011
6.985894,36.42552,2011
7.110909,36.466976,2011
6.363915,36.58922,2011
6.33301,36.603268,2011
6.265635,36.61094,2011
6.63095,36.785202,2011
6.2338552,37.345615,2011
6.2910967,37.481846,2011
6.7068586,37.409546,2011
6.6169963,37.484627,2011
6.2776117,38.31152,2011
6.1387835,38.284336,2011
6.401238,38.3446,2011
6.449628,38.319683,2011
6.6558065,38.324574,2011
6.803102,38.512634,2011
6.911568,38.48171,2011
6.92495,38.35597,2011
6.9308486,38.595898,2011
7.1743,37.94927,2011
7.2837453,37.75715,2011
6.949926,37.886494,2011
6.888721,37.95225,2011
6.902101,37.734875,2011
6.7830186,37.55098,2011
7.036077,37.30928,2011
7.381603,37.603397,2011
7.3767633,37.893566,2011
7.4428077,37.86591,2011
7.5132604,37.646137,2011
7.7053847,37.65054,2011
7.692629,37.733616,2011
7.8199115,37.828598,2011
7.731696,37.498585,2011
7.8891253,37.54566,2011
7.976987,37.47791,2011
8.466463,37.43692,2011
8.204299,37.793137,2011
8.179497,37.92722,2011
8.118359,37.711582,2011
7.985016,38.153934,2011
8.133279,38.20867,2011
8.075789,38.439598,2011
8.168632,38.646454,2011
7.793499,38.25056,2011
7.65816,38.09463,2011
7.4056835,38.081074,2011
7.276738,38.115738,2011
7.2685037,38.602093,2011
7.349188,38.804935,2011
7.4284306,38.957386,2011
8.113326,38.775303,2011
8.088423,39.034924,2011
7.7757397,39.866116,2011
7.5886106,39.794594,2011
7.1643295,39.82037,2011
7.00349,39.162445,2011
6.3758936,38.726944,2011
6.3989835,38.8769,2011
6.4505033,39.880272,2011
5.5257063,38.762066,2011
6.024358,38.341362,2011
5.945254,38.32251,2011
5.5956826,38.29362,2011
5.983012,38.161667,2011
5.9881706,37.438786,2011
5.851849,37.88322,2011
5.747097,37.850887,2011
5.554167,37.841652,2011
5.603155,37.60306,2011
5.646559,37.38189,2011
5.639284,37.382317,2011
5.495345,37.55184,2011
5.299477,37.482616,2011
5.252955,37.427177,2011
4.235341,38.385914,2011
3.9829311,38.491367,2011
4.8790545,39.195377,2011
4.7676888,39.26975,2011
4.281844,41.875076,2011
5.222998,41.043205,2011
5.2135024,40.035152,2011
6.9835978,40.352276,2011
7.258988,40.614624,2011
7.436675,41.000565,2011
10.498153,42.594944,2015
8.842976,43.87066,2015
9.301856,42.596493,2015
9.400539,42.858524,2015
9.096073,43.204144,2015
9.038158,43.253727,2015
9.06748,43.534267,2015
9.323408,43.27841,2015
9.91265,42.47255,2015
9.746772,42.308968,2015
9.630952,42.146103,2015
9.602981,42.08033,2015
9.663815,41.78955,2015
9.568982,41.867348,2015
9.551926,41.785366,2015
9.513218,41.816135,2015
9.473032,41.71865,2015
9.565526,41.52318,2015
9.551526,41.35838,2015
9.374061,41.58846,2015
9.15085,41.844055,2015
9.246306,42.217396,2015
9.273056,42.132217,2015
9.264459,42.147743,2015
9.183186,42.020687,2015
9.526855,41.94088,2015
9.56789,41.982265,2015
9.550917,42.082367,2015
9.371078,42.10319,2015
9.360295,42.092068,2015
9.3380995,42.099953,2015
9.315073,42.144653,2015
9.310297,42.18422,2015
9.337263,42.200428,2015
9.332576,42.248505,2015
9.220796,42.495224,2015
9.239758,42.441944,2015
9.062638,41.68747,2015
9.00937,40.721874,2015
8.652308,40.61785,2015
8.571903,40.317516,2015
8.898765,40.274464,2015
8.939001,40.47145,2015
9.249247,40.059856,2015
9.356299,40.23647,2015
9.517871,40.16479,2015
10.943629,40.005436,2015
11.113618,40.017212,2015
11.214004,40.205593,2015
10.46241,42.243496,2015
11.53111,41.41419,2015
11.527803,41.52071,2015
11.522329,41.569298,2015
11.689532,41.34812,2015
11.885877,41.573814,2015
11.628454,40.882565,2015
11.674194,40.09553,2015
12.620966,39.424454,2015
12.623134,39.651684,2015
11.991804,39.78002,2015
11.904846,39.44947,2015
11.991048,39.357075,2015
12.006236,39.607647,2015
11.813998,39.140408,2015
11.962525,39.098156,2015
12.428074,38.70532,2015
12.514443,38.824986,2015
12.398912,39.08975,2015
12.758064,38.99387,2015
12.782627,39.30689,2015
12.805251,37.41838,2015
12.305988,37.838013,2015
12.338496,37.675022,2015
12.556393,37.31186,2015
12.049824,37.800323,2015
12.356297,38.452442,2015
12.254391,38.652576,2015
11.64544,38.418858,2015
11.817644,38.160225,2015
11.786947,37.5908,2015
11.689073,37.607456,2015
11.3744755,37.452324,2015
10.955194,38.284695,2015
10.907046,38.03652,2015
11.238573,38.31134,2015
10.756198,38.769672,2015
11.026883,38.922935,2015
11.654919,39.035755,2015
11.356367,39.434925,2015
11.669207,39.656605,2015
11.41596,39.84857,2015
11.08743,39.78439,2015
11.003906,39.93879,2015
10.987839,39.92341,2015
10.528153,39.813107,2015
10.72069,39.88603,2015
10.588352,39.907497,2015
10.573893,39.93543,2015
10.124927,39.67131,2015
10.5685625,39.235664,2015
10.177151,38.97278,2015
10.125568,39.317307,2015
10.024511,39.213165,2015
9.779791,38.658245,2015
9.554082,39.579338,2015
9.890489,39.48453,2015
9.678973,39.913593,2015
9.612571,39.783043,2015
8.738148,39.84053,2015
8.727179,39.1877,2015
8.683492,38.805435,2015
9.003974,39.002743,2015
9.3723545,38.32236,2015
9.05607,38.58681,2015
8.970891,38.624557,2015
8.821663,38.346928,2015
8.636101,38.151936,2015
8.841154,37.913578,2015
8.720428,37.911457,2015
9.790074,37.505943,2015
9.991906,37.692554,2015
9.891234,38.37443,2015
10.016586,38.249226,2015
10.418072,38.169712,2015
10.437603,38.31844,2015
10.579219,38.606255,2015
10.579432,37.7985,2015
10.4216175,37.57655,2015
10.589277,37.461597,2015
10.792776,37.144543,2015
10.829337,37.064423,2015
10.577376,37.044968,2015
10.93707,36.654755,2015
10.502376,36.004807,2015
9.847087,36.342297,2015
9.844081,37.127136,2015
9.759139,37.044815,2015
8.643027,37.063213,2015
9.030843,36.403793,2015
8.743045,36.484447,2015
8.653678,36.607746,2015
9.391374,36.219437,2015
9.38881,35.61439,2015
9.358103,35.575165,2015
9.07703,35.615635,2015
8.768866,35.567177,2015
9.015301,35.04654,2015
9.620333,34.534264,2015
9.837059,34.915016,2015
9.744228,34.787296,2015
9.73443,34.728554,2015
10.081238,34.68319,2015
10.482209,34.78618,2015
11.332329,36.27202,2015
11.564917,36.462845,2015
11.115608,36.376343,2015
11.19134,36.949696,2015
10.934627,37.00397,2015
10.96861,37.17848,2015
11.063663,37.070377,2015
11.282821,36.959686,2015
11.396275,37.042618,2015
11.651471,37.103283,2015
12.39107,35.93359,2015
12.801716,36.930313,2015
12.919689,37.03297,2015
14.181992,36.479992,2015
13.477439,37.121338,2015
13.516058,37.627316,2015
13.2058115,37.787655,2015
13.372228,37.789875,2015
13.670993,37.406425,2015
13.73157,37.367252,2015
14.087235,37.501526,2015
14.353816,37.890877,2015
14.086276,37.983185,2015
14.2885895,38.21025,2015
14.109761,38.473835,2015
14.283468,38.573017,2015
13.985947,38.6493,2015
13.871339,38.636692,2015
13.844084,38.480324,2015
13.642517,38.119183,2015
13.234958,39.16344,2015
13.016851,39.367165,2015
13.284356,39.52983,2015
13.282024,39.44052,2015
13.842605,39.719643,2015
13.895388,39.7873,2015
13.98437,39.53313,2015
13.801427,39.61825,2015
14.158357,39.22585,2015
13.691823,39.2019,2015
13.781326,38.98651,2015
14.085978,38.975506,2015
14.319218,39.2716,2015
14.300796,39.05949,2015
14.252707,39.65089,2015
14.455961,39.479084,2015
9.476512,34.420902,2015
8.400071,33.938507,2015
8.275759,33.98076,2015
8.19727,34.20166,2015
7.830137,34.508053,2015
7.646913,34.256283,2015
8.392005,33.468357,2015
3.4557006,39.515995,2015
3.864243,39.101364,2015
3.5499372,39.184235,2015
4.8070974,36.08184,2015
5.949891,37.15523,2015
6.1363087,36.675976,2015
5.8363395,36.60703,2015
6.260068,35.264553,2015
6.8069215,35.801598,2015
6.8049297,35.864616,2015
7.2260466,35.29447,2015
7.190572,35.422832,2015
7.145475,35.4612,2015
6.9141135,35.63032,2015
6.949029,35.772022,2015
7.448677,35.868076,2015
7.2755685,35.37612,2015
7.2581053,35.31356,2015
7.2744265,35.256336,2015
7.302405,35.198364,2015
8.006712,34.556633,2015
8.614921,34.651436,2015
8.661615,35.642696,2015
8.169798,35.640633,2015
7.827271,35.392494,2015
7.672117,35.84001,2015
7.4755673,36.442974,2015
7.880059,36.098324,2015
8.189306,36.469986,2015
8.093827,36.457462,2015
7.6691236,36.925537,2015
7.5478306,37.081825,2015
7.099243,37.128258,2015
7.0587044,37.17577,2015
6.9430213,37.295017,2015
7.095175,36.6553,2015
7.1597495,36.83604,2015
7.1463785,36.89714,2015
7.313182,36.595192,2015
6.985894,36.42552,2015
7.110909,36.466976,2015
6.363915,36.58922,2015
6.33301,36.603268,2015
6.265635,36.61094,2015
6.63095,36.785202,2015
6.2338552,37.345615,2015
6.2910967,37.481846,2015
6.7068586,37.409546,2015
6.6169963,37.484627,2015
6.2776117,38.31152,2015
6.1387835,38.284336,2015
6.401238,38.3446,2015
6.449628,38.319683,2015
6.6558065,38.324574,2015
6.803102,38.512634,2015
6.911568,38.48171,2015
6.92495,38.35597,2015
6.9308486,38.595898,2015
7.1743,37.94927,2015
7.2837453,37.75715,2015
6.949926,37.886494,2015
6.888721,37.95225,2015
6.902101,37.734875,2015
6.7830186,37.55098,2015
7.036077,37.30928,2015
7.381603,37.603397,2015
7.3767633,37.893566,2015
7.4428077,37.86591,2015
7.5132604,37.646137,2015
7.7053847,37.65054,2015
7.692629,37.733616,2015
7.8199115,37.828598,2015
7.731696,37.498585,2015
7.8891253,37.54566,2015
7.976987,37.47791,2015
8.466463,37.43692,2015
8.204299,37.793137,2015
8.179497,37.92722,2015
8.118359,37.711582,2015
7.985016,38.153934,2015
8.133279,38.20867,2015
8.075789,38.439598,2015
8.168632,38.646454,2015
7.79121,38.32951,2015
7.793499,38.25056,2015
7.65816,38.09463,2015
7.4056835,38.081074,2015
7.276738,38.115738,2015
7.2685037,38.602093,2015
7.349188,38.804935,2015
7.4284306,38.957386,2015
8.113326,38.775303,2015
8.088423,39.034924,2015
7.7757397,39.866116,2015
7.5886106,39.794594,2015
7.1643295,39.82037,2015
7.00349,39.162445,2015
6.3758936,38.726944,2015
6.3989835,38.8769,2015
6.4505033,39.880272,2015
5.5257063,38.762066,2015
6.024358,38.341362,2015
5.945254,38.32251,2015
5.5956826,38.29362,2015
5.983012,38.161667,2015
5.9881706,37.438786,2015
5.851849,37.88322,2015
5.747097,37.850887,2015
5.554167,37.841652,2015
5.603155,37.60306,2015
5.646559,37.38189,2015
5.639284,37.382317,2015
5.495345,37.55184,2015
5.299477,37.482616,2015
5.252955,37.427177,2015
3.9829311,38.491367,2015
4.8790545,39.195377,2015
4.7676888,39.26975,2015
4.281844,41.875076,2015
5.222998,41.043205,2015
6.9835978,40.352276,2015
7.258988,40.614624,2015
7.436675,41.000565,2015
-9.50446,33.2302,2010
-9.9716,33.3739,2010
-9.9754,33.926,2010
-11.285,33.7785,2010
-11.3125,33.4799,2010
-13.5027,32.9863,2010
-11.4608,33.9739,2010
-11.433,34.0235,2010
-11.4076,33.9949,2010
-11.4669,34.0078,2010
-11.4736,34.0151,2010
-11.5364,34.278,2010
-11.964,34.0768,2010
-12.8816,33.7268,2010
-13.5077,33.7376,2010
-13.3488,33.4404,2010
-13.8122,33.5005,2010
-13.6362,33.7489,2010
-13.7993,33.8589,2010
-13.3314,33.8581,2010
-13.2305,34.0093,2010
-13.274,34.1404,2010
-13.35,34.2705,2010
-13.4883,34.2614,2010
-13.7469,34.1632,2010
-13.7921,34.1602,2010
-14.0261,34.26,2010
-13.8674,33.8281,2010
-14.0039,33.8081,2010
-14.0755,33.9183,2010
-14.1045,34.0018,2010
-14.26,33.7983,2010
-14.3763,34.0394,2010
-14.2992,34.1126,2010
-14.3487,34.404,2010
-14.2749,33.7597,2010
-14.0239,33.778,2010
-14.0209,33.7746,2010
-13.9896,33.7772,2010
-13.9917,33.7789,2010
-13.9554,33.7286,2010
-13.953,33.7174,2010
-13.9323,33.7589,2010
-13.9354,33.7828,2010
-13.8939,33.7871,2010
-13.8696,33.7771,2010
-13.8758,33.7599,2010
-14.033,33.5159,2010
-13.9347,33.494,2010
-15.737,34.3852,2010
-16.9855,35.2499,2010
-16.2669,34.8952,2010
-16.6,34.9673,2010
-16.1982,35.158,2010
-16.088,35.0681,2010
-15.9499,35.1136,2010
-16.0204,34.9201,2010
-15.7695,34.9969,2010
-15.8552,35.0737,2010
-15.8234,35.0885,2010
-15.8086,35.0572,2010
-15.7776,35.0402,2010
-15.7308,35.0713,2010
-15.6556,35.0184,2010
-15.7088,34.8301,2010
-15.6058,34.5184,2010
-14.9533,34.9545,2010
-15.0706,35.1704,2010
-15.4627,35.1595,2010
-15.3992,35.3184,2010
-15.399,35.3205,2010
-15.3787,35.3421,2010
-15.4042,35.3314,2010
-15.3736,35.3644,2010
-15.175,35.3381,2010
-15.6689,35.589,2010
-15.4882,35.557,2010
-15.5763,35.5519,2010
-15.5698,35.4256,2010
-15.6013,35.2404,2010
-15.6474,35.3431,2010
-15.8295,35.2618,2010
-15.8284,35.3532,2010
-16.0375,35.3545,2010
-16.0579,35.2362,2010
-16.1134,35.4092,2010
-16.0832,35.5824,2010
-14.1404,35.2154,2010
-14.1066,35.4117,2010
